id,assignment_id,json,version,date,created_at,updated_at,enddate,startdate,status
282,1788,"[{'cpl': 700, 'cpql': 3181.818181818182, 'leads': 228.57142857142858, 'qrate': 22, 'budget': 160000, 'qleads': 50.285714285714285, 'source': 'facebook', 'subsource': 'leadgen_ri'}, {'cpl': 1500, 'cpql': 4285.714285714285, 'leads': 66.66666666666667, 'qrate': 35, 'budget': 100000, 'qleads': 23.333333333333336, 'source': 'google', 'subsource': 'search_ri'}]",Media plan - March'2021,,2021-03-18 11:31:28.291722,2021-03-18 11:50:11.948313,2021-03-31,2021-03-01,active
238,1849,"[{'source': 'facebook', 'subsource': ''}, {'cpl': 50, 'cpql': 250, 'cpsv': 1000, 'leads': 2000, 'qrate': 20, 'budget': 100000, 'qleads': 400, 'source': 'facebook', 'svdone': 100, 'svrate': 25, 'subsource': 'leadgen_ri'}, {'cpl': 666.6666666666666, 'cpql': 3333.3333333333335, 'cpsv': 20000, 'leads': 3000, 'qrate': 20, 'budget': 2000000, 'qleads': 600, 'source': 'google', 'svdone': 100, 'svrate': 16.666666666666668, 'subsource': 'search_ri'}]",Jul 22 - Aug 22,,2020-07-22 11:08:10.793972,2020-07-22 11:27:36.601832,2020-07-22,2020-06-22,inactive
149,913,"[{'cpl': 2298.8505747126437, 'cpql': 11428.57142857143, 'cpsv': 28571.428571428572, 'leads': 174, 'qrate': 20.114942528735632, 'budget': 400000, 'qleads': 35, 'source': 'Google', 'svdone': 14, 'svrate': 40, 'subsource': 'Search Ads'}, {'cpl': 1190.4761904761904, 'cpql': 10000, 'cpsv': 50000, 'leads': 42.00000000000001, 'qrate': 11.904761904761903, 'budget': 50000, 'qleads': 5, 'source': 'Google', 'svdone': 1, 'svrate': 20, 'subsource': 'Display Ads (GDN)- Custom Intent'}, {'cpl': 1200, 'cpql': 7894.736842105263, 'cpsv': 30000, 'leads': 125, 'qrate': 15.2, 'budget': 150000, 'qleads': 19, 'source': 'Google', 'svdone': 5, 'svrate': 26.31578947368421, 'subsource': 'GSP'}, {'cpl': 1098.901098901099, 'cpql': 8333.333333333334, 'cpsv': 25000, 'leads': 91, 'qrate': 13.186813186813186, 'budget': 100000, 'qleads': 12, 'source': 'Facebook', 'svdone': 4, 'svrate': 33.333333333333336, 'subsource': 'News Feed Ads (Lead Form)'}, {'cpl': 1200, 'cpql': 7894.736842105263, 'cpsv': 23076.923076923078, 'leads': 250, 'qrate': 15.2, 'budget': 300000, 'qleads': 38, 'source': 'Facebook', 'svdone': 13, 'svrate': 34.21052631578947, 'subsource': 'News Feed Ads (CTW)'}, {'cpl': 1500, 'cpql': 7500, 'cpsv': 27272.727272727272, 'leads': 200, 'qrate': 20, 'budget': 300000, 'qleads': 40, 'source': 'Native', 'svdone': 11, 'svrate': 27.5, 'subsource': 'Text + Image'}, {'cpl': 1149.4252873563219, 'cpql': 7692.307692307692, 'cpsv': 22222.222222222223, 'leads': 174, 'qrate': 14.942528735632184, 'budget': 200000, 'qleads': 26, 'source': 'Portals', 'svdone': 9, 'svrate': 34.61538461538461, 'subsource': '99acres'}]",Nov-Dec media plan,,2019-12-10 12:27:18.957247,2019-12-10 12:31:06.883553,2019-12-31,2019-11-01,inactive
312,913,"[{'cpl': 924, 'cpql': 6600.000000000001, 'cpsv': 19411.764705882353, 'leads': 32.467532467532465, 'qrate': 14, 'budget': 30000, 'qleads': 4.545454545454545, 'source': 'portal', 'svdone': 1.5454545454545454, 'svrate': 34, 'subsource': 'portal'}, {'cpl': 1100, 'cpql': 7857.142857142857, 'cpsv': 22448.97959183673, 'leads': 20.454545454545453, 'qrate': 14, 'budget': 22500, 'qleads': 2.8636363636363638, 'source': 'facebook', 'svdone': 1.0022727272727274, 'svrate': 35, 'subsource': 'facebook'}, {'cpl': 1028, 'cpql': 4469.565217391304, 'cpsv': 12415.458937198067, 'leads': 65.6614785992218, 'qrate': 23, 'budget': 67500, 'qleads': 15.102140077821014, 'source': 'google', 'svdone': 5.436770428015564, 'svrate': 36, 'subsource': 'google'}]",Media plan April,,2021-05-03 12:42:55.873984,2021-05-03 12:46:58.450070,,,inactive
289,1684,"[{'cpl': 550, 'cpql': 5500, 'cpsv': 17187.5, 'leads': 56.70909090909091, 'qrate': 10, 'budget': 31190, 'qleads': 5.670909090909091, 'source': 'google', 'svdone': 1.8146909090909091, 'svrate': 32, 'subsource': 'discovery_ri'}, {'cpl': 850, 'cpql': 3863.6363636363635, 'cpsv': 9659.09090909091, 'leads': 35.294117647058826, 'qrate': 22, 'budget': 30000, 'qleads': 7.764705882352941, 'source': 'google', 'svdone': 3.105882352941176, 'svrate': 40, 'subsource': 'search_ri'}, {'cpl': 500, 'cpql': 3571.4285714285716, 'cpsv': 11160.714285714286, 'leads': 180, 'qrate': 14, 'budget': 90000, 'qleads': 25.2, 'source': 'facebook', 'svdone': 8.064, 'svrate': 32, 'subsource': 'leadgen_ri'}]",Apr'21,,2021-04-01 11:00:50.806369,2021-04-03 12:55:20.246946,2021-04-15,2021-04-01,active
114,795,"[{'cpl': 777.7777777777778, 'cpql': 3111.1111111111113, 'cpsv': 12444.444444444445, 'leads': 353.57142857142856, 'qrate': 25, 'budget': 275000, 'qleads': 88.39285714285714, 'source': 'facebook', 'svdone': 22.098214285714285, 'svrate': 25, 'subsource': 'leadgen_ri_almeria'}, {'cpl': 1000, 'cpql': 3333.3333333333335, 'cpsv': 11111.111111111111, 'leads': 50, 'qrate': 30, 'budget': 50000, 'qleads': 15, 'source': 'google', 'svdone': 4.5, 'svrate': 30, 'subsource': 'search_ri_almeria'}, {'cpl': None, 'cpql': None, 'cpsv': None, 'leads': None, 'qrate': None, 'budget': None, 'qleads': None, 'source': 'sms', 'svdone': None, 'svrate': None, 'subsource': 'sms'}]",Almeria,,2019-10-04 06:36:15.998410,2021-04-22 10:59:47.437142,,,active
268,1997,"[{'cpl': 800, 'leads': 62.5, 'budget': 50000, 'source': 'facebook', 'subsource': 'remarketing'}, {'cpl': 3000, 'leads': 16.666666666666668, 'budget': 50000, 'source': 'google', 'subsource': 'gdn_ri'}, {'cpl': 3000, 'cpql': 10000, 'cpsv': 27272.727272727272, 'leads': 100, 'qrate': 30, 'budget': 300000, 'qleads': 30, 'source': 'google', 'svdone': 11, 'svrate': 36.666666666666664, 'subsource': 'search_ri'}, {'cpl': 800, 'cpql': 3802.2813688212927, 'cpsv': 15873.015873015873, 'leads': 1250, 'qrate': 21.04, 'budget': 1000000, 'qleads': 263, 'source': 'facebook', 'svdone': 63, 'svrate': 23.954372623574145, 'subsource': 'leadgen_ri'}]",March 2021,,2021-03-01 07:34:22.248349,2021-03-01 07:37:58.100378,,,inactive
299,1985,"[{'cpl': 1400, 'cpql': 4666.666666666666, 'cpsv': 10370.370370370369, 'leads': 35.714285714285715, 'qrate': 30, 'budget': 50000, 'qleads': 10.714285714285715, 'source': 'google', 'svdone': 4.821428571428572, 'svrate': 45, 'subsource': 'search_ri_generic'}, {'cpl': 900, 'cpql': 5625, 'cpsv': 16071.428571428569, 'leads': 55.55555555555556, 'qrate': 16, 'budget': 50000, 'qleads': 8.88888888888889, 'source': 'google', 'svdone': 3.1111111111111116, 'svrate': 35, 'subsource': 'discovery_ri'}, {'cpl': 1000, 'cpql': 2857.1428571428573, 'cpsv': 6349.206349206349, 'leads': 100, 'qrate': 35, 'budget': 100000, 'qleads': 35, 'source': 'google', 'svdone': 15.75, 'svrate': 45, 'subsource': 'search_ri'}, {'cpl': 750, 'cpql': 3409.0909090909095, 'cpsv': 11363.636363636364, 'leads': 333.3333333333333, 'qrate': 22, 'budget': 250000, 'qleads': 73.33333333333333, 'source': 'facebook', 'svdone': 22, 'svrate': 30, 'subsource': 'leadgen_ri'}]",April'21,,2021-04-22 11:56:17.277652,2021-04-22 12:02:51.476873,2021-04-30,2021-04-01,active
274,1985,"[{'cpl': 450, 'cpql': 4500, 'cpsv': 15000.000000000002, 'leads': 111.11111111111111, 'qrate': 10, 'budget': 50000, 'qleads': 11.11111111111111, 'source': 'sms', 'svdone': 3.333333333333333, 'svrate': 30, 'subsource': 'sms'}, {'cpl': 1300, 'cpql': 8666.666666666666, 'cpsv': 28888.88888888889, 'leads': 38.46153846153846, 'qrate': 15, 'budget': 50000, 'qleads': 5.769230769230769, 'source': 'google', 'svdone': 1.7307692307692306, 'svrate': 30, 'subsource': 'discovery_ri'}, {'cpl': 1650, 'cpql': 5156.250000000001, 'cpsv': 12276.785714285717, 'leads': 151.5151515151515, 'qrate': 32, 'budget': 250000, 'qleads': 48.48484848484848, 'source': 'google', 'svdone': 20.36363636363636, 'svrate': 42, 'subsource': 'search_ri'}, {'cpl': 1000, 'cpql': 4545.454545454545, 'cpsv': 18181.81818181818, 'leads': 250, 'qrate': 22, 'budget': 250000, 'qleads': 55, 'source': 'facebook', 'svdone': 13.75, 'svrate': 25, 'subsource': 'leadgen_ri'}]",March 2021,,2021-03-05 09:22:44.002502,2021-03-05 09:26:18.813959,2021-03-31,2021-03-01,active
311,1045,"[{'cpl': 3150, 'cpql': 24230.769230769234, 'cpsv': 80769.23076923078, 'leads': 22.22222222222222, 'qrate': 13, 'budget': 70000, 'qleads': 2.8888888888888884, 'source': 'facebook', 'svdone': 0.8666666666666666, 'svrate': 30, 'subsource': 'facebook'}, {'cpl': 2776, 'cpql': 16329.411764705881, 'cpsv': 58319.32773109243, 'leads': 100.86455331412104, 'qrate': 17, 'budget': 280000, 'qleads': 17.146974063400577, 'source': 'google', 'svdone': 4.801152737752162, 'svrate': 28, 'subsource': 'google'}]",Media Plan May,,2021-05-03 12:38:04.490373,2021-05-03 12:39:54.888416,,,active
25,1043,"[{'cpl': 2250, 'cpql': 32142.85714285714, 'cpsv': 146103.89610389608, 'leads': 888.8888888888889, 'qrate': 7, 'budget': 2000000, 'qleads': 62.22222222222223, 'source': 'facebook', 'svdone': 13.688888888888892, 'svrate': 22, 'subsource': 'Lead-gen ads'}, {'cpl': 2900, 'cpql': 20714.285714285714, 'cpsv': 82857.14285714286, 'leads': 155.17241379310346, 'qrate': 14, 'budget': 450000, 'qleads': 21.724137931034484, 'source': 'facebook', 'svdone': 5.431034482758621, 'svrate': 25, 'subsource': 'Click to website'}, {'cpl': 3500, 'cpql': 23333.33333333333, 'cpsv': 93333.33333333331, 'leads': 57.142857142857146, 'qrate': 15, 'budget': 200000, 'qleads': 8.571428571428573, 'source': 'linkedin', 'svdone': 2.1428571428571432, 'svrate': 25, 'subsource': 'Lead-gen ads'}, {'cpl': 4300, 'cpql': 23888.888888888894, 'cpsv': 68253.96825396827, 'leads': 697.6744186046511, 'qrate': 18, 'budget': 3000000, 'qleads': 125.58139534883719, 'source': 'google', 'svdone': 43.95348837209301, 'svrate': 35, 'subsource': 'Search Ads'}, {'cpl': 3500, 'cpql': 50000, 'cpsv': 250000, 'leads': 285.7142857142857, 'qrate': 7, 'budget': 1000000, 'qleads': 20, 'source': 'google', 'svdone': 4, 'svrate': 20, 'subsource': 'Display + Remarketing'}, {'cpl': 4000, 'cpql': 26666.666666666668, 'cpsv': 88888.88888888889, 'leads': 125, 'qrate': 15, 'budget': 500000, 'qleads': 18.75, 'source': 'google', 'svdone': 5.625, 'svrate': 30, 'subsource': 'GSP'}, {'cpl': 4000, 'cpql': 28571.428571428572, 'cpsv': 95238.09523809524, 'leads': 250, 'qrate': 14, 'budget': 1000000, 'qleads': 35, 'source': 'google', 'svdone': 10.5, 'svrate': 30, 'subsource': 'Youtube'}, {'cpl': 1200, 'cpql': 40000, 'cpsv': 400000, 'leads': 333.3333333333333, 'qrate': 3, 'budget': 400000, 'qleads': 10, 'source': 'sms', 'svdone': 1, 'svrate': 10, 'subsource': 'SMS Blast (DND & Non-DND)'}, {'cpl': 1400, 'cpql': 28000.000000000004, 'cpsv': 280000, 'leads': 214.28571428571428, 'qrate': 5, 'budget': 300000, 'qleads': 10.714285714285714, 'source': 'Emailer', 'svdone': 1.0714285714285714, 'svrate': 10, 'subsource': 'Blast'}, {'cpl': 950, 'cpql': 47500, 'cpsv': 474999.99999999994, 'leads': 315.7894736842105, 'qrate': 2, 'budget': 300000, 'qleads': 6.315789473684211, 'source': 'Truecaller', 'svdone': 0.6315789473684211, 'svrate': 10, 'subsource': 'Lead-gen ads'}, {'cpl': 4800, 'cpql': 48000.00000000001, 'cpsv': 240000.00000000006, 'leads': 41.666666666666664, 'qrate': 10, 'budget': 200000, 'qleads': 4.166666666666666, 'source': 'Native', 'svdone': 0.8333333333333331, 'svrate': 20, 'subsource': 'Taboola'}, {'cpl': 5200, 'cpql': 34666.666666666664, 'cpsv': 115555.55555555556, 'leads': 38.46153846153846, 'qrate': 15, 'budget': 200000, 'qleads': 5.769230769230769, 'source': 'Native', 'svdone': 1.7307692307692306, 'svrate': 30, 'subsource': 'Yahoo'}, {'cpl': 5000, 'cpql': 41666.66666666667, 'cpsv': 160256.41025641025, 'leads': 40, 'qrate': 12, 'budget': 200000, 'qleads': 4.8, 'source': 'Native', 'svdone': 1.248, 'svrate': 26, 'subsource': 'Columbia'}, {'cpl': 5000, 'cpql': 50000, 'cpsv': 192307.6923076923, 'leads': 120, 'qrate': 10, 'budget': 600000, 'qleads': 12, 'source': 'Portal', 'svdone': 3.12, 'svrate': 26, 'subsource': '99 Acres/ Magicbricks'}]",June Media Plan,,2019-07-04 12:09:21.344584,2019-07-04 12:18:19.248682,2019-07-07,2019-06-08,inactive
316,2167,"[{'cpl': 650, 'cpql': 3250.0000000000005, 'cpsv': 10156.250000000002, 'leads': 307.6923076923077, 'qrate': 20, 'budget': 200000, 'qleads': 61.53846153846153, 'source': 'facebook', 'svdone': 19.69230769230769, 'svrate': 32, 'subsource': 'leadgen_ri'}, {'cpl': 450, 'cpql': 3749.9999999999995, 'cpsv': 12499.999999999996, 'leads': 111.11111111111111, 'qrate': 12, 'budget': 50000, 'qleads': 13.333333333333336, 'source': 'sms', 'svdone': 4.000000000000001, 'svrate': 30, 'subsource': 'sms'}, {'cpl': 700, 'cpql': 3888.8888888888887, 'cpsv': 12152.777777777776, 'leads': 142.85714285714286, 'qrate': 18, 'budget': 100000, 'qleads': 25.714285714285715, 'source': 'portal', 'svdone': 8.22857142857143, 'svrate': 32, 'subsource': 'commonfloor'}, {'cpl': 700, 'cpql': 3888.8888888888887, 'cpsv': 12152.777777777776, 'leads': 142.85714285714286, 'qrate': 18, 'budget': 100000, 'qleads': 25.714285714285715, 'source': 'portal', 'svdone': 8.22857142857143, 'svrate': 32, 'subsource': 'housing'}, {'cpl': 800, 'cpql': 4444.444444444444, 'cpsv': 13888.888888888889, 'leads': 62.5, 'qrate': 18, 'budget': 50000, 'qleads': 11.25, 'source': 'native', 'svdone': 3.6, 'svrate': 32, 'subsource': 'taboola'}, {'cpl': 650, 'cpql': 4642.857142857143, 'cpsv': 15476.190476190479, 'leads': 76.92307692307692, 'qrate': 14, 'budget': 50000, 'qleads': 10.769230769230768, 'source': 'google', 'svdone': 3.2307692307692304, 'svrate': 30, 'subsource': 'gdn_ri'}, {'cpl': 650, 'cpql': 3250.0000000000005, 'cpsv': 10156.250000000002, 'leads': 76.92307692307692, 'qrate': 20, 'budget': 50000, 'qleads': 15.384615384615383, 'source': 'facebook', 'svdone': 4.9230769230769225, 'svrate': 32, 'subsource': 'videoleadgen_ri'}, {'cpl': 650, 'cpql': 4062.5000000000005, 'cpsv': 11607.142857142857, 'leads': 153.84615384615384, 'qrate': 16, 'budget': 100000, 'qleads': 24.615384615384613, 'source': 'google', 'svdone': 8.615384615384615, 'svrate': 35, 'subsource': 'discovery_ri'}, {'cpl': 1550, 'cpql': 3875.0000000000005, 'cpsv': 9687.5, 'leads': 64.51612903225806, 'qrate': 40, 'budget': 100000, 'qleads': 25.806451612903224, 'source': 'google', 'svdone': 10.32258064516129, 'svrate': 40, 'subsource': 'search_ri'}]",May & June'21,,2021-05-11 09:49:42.797969,2021-05-11 10:39:23.840924,2021-06-30,2021-05-01,inactive
279,2153,"[{'cpl': 1000, 'cpql': 10000, 'cpsv': 50000, 'leads': 50, 'qrate': 10, 'budget': 50000, 'qleads': 5, 'source': 'google', 'svdone': 1, 'svrate': 20, 'subsource': 'gdn_ri'}, {'cpl': 1315.7894736842106, 'cpql': 6250, 'cpsv': 25000, 'leads': 38, 'qrate': 21.05263157894737, 'budget': 50000, 'qleads': 8, 'source': 'native', 'svdone': 2, 'svrate': 25, 'subsource': 'taboola'}, {'cpl': 1515.1515151515152, 'cpql': 8333.333333333334, 'cpsv': 25000, 'leads': 33, 'qrate': 18.181818181818183, 'budget': 50000, 'qleads': 6, 'source': 'native', 'svdone': 2, 'svrate': 33.333333333333336, 'subsource': 'yahoo_native'}, {'cpl': 704.2253521126761, 'cpql': 6250, 'cpsv': 25000, 'leads': 71, 'qrate': 11.267605633802816, 'budget': 50000, 'qleads': 8, 'source': 'sms', 'svdone': 2, 'svrate': 25, 'subsource': 'techniz'}, {'cpl': 1000, 'cpql': 5000, 'cpsv': 20000, 'leads': 100, 'qrate': 20, 'budget': 100000, 'qleads': 20, 'source': 'portal', 'svdone': 5, 'svrate': 25, 'subsource': 'commonfloor'}, {'cpl': 1048.951048951049, 'cpql': 5263.1578947368425, 'cpsv': 16666.666666666668, 'leads': 286, 'qrate': 19.93006993006993, 'budget': 300000, 'qleads': 57, 'source': 'facebook', 'svdone': 18, 'svrate': 31.57894736842105, 'subsource': 'leadgen_ri'}, {'cpl': 2000, 'cpql': 5652.173913043478, 'cpsv': 11304.347826086956, 'leads': 130, 'qrate': 35.38461538461539, 'budget': 260000, 'qleads': 46, 'source': 'google', 'svdone': 23, 'svrate': 50, 'subsource': 'search_ri'}]",Media plan Mar'20,,2021-03-15 11:12:01.253815,2021-03-15 11:57:39.853313,2021-06-10,2021-03-01,active
336,2141,"[{'cpl': 400, 'cpql': 2631.5789473684213, 'cpsv': 9090.90909090909, 'leads': 250, 'qrate': 15.2, 'budget': 100000, 'qleads': 38, 'source': 'database', 'svdone': 11, 'svrate': 28.94736842105263, 'subsource': 'sms'}, {'cpl': 500, 'cpql': 2083.3333333333335, 'cpsv': 7142.857142857143, 'leads': 100, 'qrate': 24, 'budget': 50000, 'qleads': 24, 'source': 'native', 'svdone': 7, 'svrate': 29.166666666666668, 'subsource': 'adgebra_gujrati'}, {'cpl': 549.4505494505495, 'cpql': 2272.7272727272725, 'cpsv': 8333.333333333334, 'leads': 91, 'qrate': 24.175824175824175, 'budget': 50000, 'qleads': 22, 'source': 'native', 'svdone': 6, 'svrate': 27.272727272727273, 'subsource': 'taboola'}, {'cpl': 274.72527472527474, 'cpql': 1052.6315789473683, 'cpsv': 3703.703703703704, 'leads': 364, 'qrate': 26.0989010989011, 'budget': 100000, 'qleads': 95, 'source': 'facebook', 'svdone': 27, 'svrate': 28.42105263157895, 'subsource': 'regional'}, {'cpl': 299.91431019708654, 'cpql': 1155.1155115511551, 'cpsv': 3977.2727272727275, 'leads': 1167, 'qrate': 25.96401028277635, 'budget': 350000, 'qleads': 303, 'source': 'facebook', 'svdone': 88, 'svrate': 29.042904290429043, 'subsource': 'facebook_lead_gen'}, {'cpl': 549.4505494505495, 'cpql': 2631.5789473684213, 'cpsv': 9090.90909090909, 'leads': 182, 'qrate': 20.87912087912088, 'budget': 100000, 'qleads': 38, 'source': 'google', 'svdone': 11, 'svrate': 28.94736842105263, 'subsource': 'discovery_leadgen'}, {'cpl': 949.367088607595, 'cpql': 3191.4893617021276, 'cpsv': 10000, 'leads': 158, 'qrate': 29.746835443037973, 'budget': 150000, 'qleads': 47, 'source': 'google', 'svdone': 15, 'svrate': 31.914893617021278, 'subsource': 'google_search'}]",Media Plan Jun-Dec,,2021-07-06 06:17:13.333524,2021-07-06 06:23:32.908064,,,active
317,2153,"[{'cpl': 1272.7272727272727, 'cpql': 4666.666666666667, 'leads': 11, 'qrate': 27.272727272727273, 'budget': 14000, 'qleads': 3, 'source': 'google', 'subsource': 'search_ri'}, {'cpl': 1000, 'cpql': 7000, 'leads': 7, 'qrate': 14.285714285714286, 'budget': 7000, 'qleads': 1, 'source': 'google', 'subsource': 'gdn_ri'}, {'cpl': 756.7567567567568, 'cpql': 4666.666666666667, 'leads': 37, 'qrate': 16.216216216216218, 'budget': 28000, 'qleads': 6, 'source': 'facebook', 'subsource': 'leadgen_ri'}, {'cpl': 875, 'cpql': 4666.666666666667, 'leads': 16, 'qrate': 18.75, 'budget': 14000, 'qleads': 3, 'source': 'native', 'subsource': 'taboola'}]",Media Plan,,2021-05-19 05:29:51.561403,2021-05-19 05:31:46.788362,2021-06-10,2021-05-15,inactive
278,1866,"[{'cpl': 1870, 'cpql': 7291.666666666667, 'cpsv': 27006.172839506173, 'leads': 93.58288770053476, 'qrate': 25.645714285714288, 'budget': 175000, 'qleads': 24, 'source': 'facebook', 'svdone': 6.48, 'svrate': 27, 'subsource': 'leadgen_ri_primary'}, {'cpl': 1300, 'cpql': 7222.222222222223, 'cpsv': 25793.650793650795, 'leads': 19.23076923076923, 'qrate': 18, 'budget': 25000, 'qleads': 3.4615384615384612, 'source': 'google', 'svdone': 0.9692307692307692, 'svrate': 28, 'subsource': 'discovery'}, {'cpl': 1100, 'cpql': 3437.5, 'cpsv': 9821.428571428572, 'leads': 45.45454545454545, 'qrate': 32, 'budget': 50000, 'qleads': 14.545454545454545, 'source': 'google', 'svdone': 5.090909090909091, 'svrate': 35, 'subsource': 'search_ri'}]",April plan,,2021-03-10 12:25:00.713211,2021-04-23 13:22:11.808446,2021-04-30,2021-04-01,inactive
314,1832,"[{'cpl': 1800, 'cpql': 11999.999999999998, 'cpsv': 44444.44444444443, 'leads': 16.666666666666668, 'qrate': 15, 'budget': 30000, 'qleads': 2.5000000000000004, 'source': 'native', 'svdone': 0.6750000000000002, 'svrate': 27, 'subsource': 'yahoo_native'}, {'cpl': 2500, 'cpql': 12500, 'cpsv': 41666.66666666667, 'leads': 32, 'qrate': 20, 'budget': 80000, 'qleads': 6.4, 'source': 'google', 'svdone': 1.92, 'svrate': 30, 'subsource': 'search_ri'}, {'cpl': 1600, 'cpql': 13333.333333333334, 'cpsv': 51282.05128205128, 'leads': 62.5, 'qrate': 12, 'budget': 100000, 'qleads': 7.5, 'source': 'facebook', 'svdone': 1.95, 'svrate': 26, 'subsource': 'leadgen_ri'}]",May'21,,2021-05-11 08:57:34.326026,2021-05-11 08:58:35.416687,,,inactive
338,2195,"[{'cpl': 602.4096385542168, 'cpql': 5000, 'cpsv': 16666.666666666668, 'leads': 83, 'qrate': 12.048192771084338, 'budget': 50000, 'qleads': 10, 'source': 'database', 'svdone': 3, 'svrate': 30, 'subsource': 'sms'}, {'cpl': 1000, 'cpql': 6250, 'cpsv': 23076.923076923078, 'leads': 600, 'qrate': 16, 'budget': 600000, 'qleads': 96, 'source': 'facebook', 'svdone': 26, 'svrate': 27.083333333333332, 'subsource': 'facebook_lead_gen'}, {'cpl': 1200, 'cpql': 8333.333333333334, 'cpsv': 30000, 'leads': 125, 'qrate': 14.4, 'budget': 150000, 'qleads': 18, 'source': 'google', 'svdone': 5, 'svrate': 27.77777777777778, 'subsource': 'discovery_ctw'}, {'cpl': 1500, 'cpql': 5357.142857142857, 'cpsv': 15517.241379310344, 'leads': 300, 'qrate': 28, 'budget': 450000, 'qleads': 84, 'source': 'google', 'svdone': 29, 'svrate': 34.523809523809526, 'subsource': 'google_search'}]",Media Plan Jun'21-Feb'22,,2021-07-06 06:24:58.890244,2021-07-06 06:35:33.000442,,,active
379,2238,"[{'cpl': 1205.5360824742268, 'cpql': 5568.428571428572, 'cpsv': 19489.5, 'leads': 97, 'qrate': 21.649484536082475, 'budget': 116937, 'qleads': 21, 'source': 'google', 'svdone': 6, 'svrate': 28.571428571428573, 'subsource': 'search_ri'}, {'cpl': 999.457264957265, 'cpql': 5568.4047619047615, 'cpsv': 27514.470588235294, 'leads': 468, 'qrate': 17.94871794871795, 'budget': 467746, 'qleads': 84, 'source': 'facebook', 'svdone': 17, 'svrate': 20.238095238095237, 'subsource': 'leadgen_ri'}]",September Plan 82.52 Lacs Ticket Size,,2021-09-08 08:53:12.054364,2021-09-08 08:54:28.277972,2021-09-30,2021-09-01,active
388,2238,"[{'cpl': 1205.5360824742268, 'cpql': 6154.578947368421, 'cpsv': 21541.026315789473, 'leads': 97, 'qrate': 19.587628865979383, 'budget': 116937, 'qleads': 19, 'source': 'google', 'svdone': 5.428571428571429, 'svrate': 28.571428571428573, 'subsource': 'search_ri'}, {'cpl': 999.457264957265, 'cpql': 5846.825, 'cpsv': 28890.19411764706, 'leads': 468, 'qrate': 17.094017094017094, 'budget': 467746, 'qleads': 80, 'source': 'facebook', 'svdone': 16.19047619047619, 'svrate': 20.238095238095237, 'subsource': 'leadgen_ri'}]",October Ticket 85 Lacs,,2021-10-27 07:51:22.771503,2021-10-27 07:51:58.774654,2021-10-31,2021-10-01,inactive
150,1045,"[{'cpl': 2500, 'cpql': 8333.333333333334, 'cpsv': 23809.52380952381, 'leads': 200, 'qrate': 30, 'budget': 500000, 'qleads': 60, 'source': 'Google', 'svdone': 21, 'svrate': 35, 'subsource': 'Search Ads'}, {'cpl': 1315.7894736842106, 'cpql': 16666.666666666668, 'cpsv': 166666.6666666667, 'leads': 38, 'qrate': 7.894736842105263, 'budget': 50000, 'qleads': 3, 'source': 'Google', 'svdone': 0.3, 'svrate': 10, 'subsource': 'Display Ads (GDN)'}, {'cpl': 1807.2289156626507, 'cpql': 13636.363636363636, 'cpsv': 50000, 'leads': 83, 'qrate': 13.25301204819277, 'budget': 150000, 'qleads': 11, 'source': 'Google', 'svdone': 3, 'svrate': 27.272727272727273, 'subsource': 'GSP'}, {'cpl': 1298.7012987012988, 'cpql': 11111.11111111111, 'cpsv': 50000, 'leads': 77, 'qrate': 11.688311688311689, 'budget': 100000, 'qleads': 9.000000000000002, 'source': 'Google', 'svdone': 2, 'svrate': 22.222222222222218, 'subsource': 'Remarketing + Custom Audience'}, {'cpl': 1702.127659574468, 'cpql': 16666.666666666668, 'cpsv': 66666.66666666667, 'leads': 235, 'qrate': 10.212765957446809, 'budget': 400000, 'qleads': 24, 'source': 'Facebook', 'svdone': 6, 'svrate': 25, 'subsource': 'News Feed Ads (Lead Form)'}, {'cpl': 2000, 'cpql': 16666.666666666668, 'cpsv': 50000, 'leads': 100, 'qrate': 12, 'budget': 200000, 'qleads': 12, 'source': 'Facebook', 'svdone': 4, 'svrate': 33.333333333333336, 'subsource': 'News Feed Ads (CTW)'}, {'cpl': 1401.8691588785048, 'cpql': 13636.363636363636, 'cpsv': 50000, 'leads': 106.99999999999999, 'qrate': 10.280373831775702, 'budget': 150000, 'qleads': 11, 'source': 'Facebook', 'svdone': 3, 'svrate': 27.272727272727273, 'subsource': 'Remarketing + Custom Audience'}, {'cpl': 1500, 'cpql': 15000, 'cpsv': 50000, 'leads': 100, 'qrate': 10, 'budget': 150000, 'qleads': 10, 'source': 'Native', 'svdone': 3, 'svrate': 30, 'subsource': 'Text + Image'}, {'cpl': 1796.4071856287426, 'cpql': 17647.058823529413, 'cpsv': 60000, 'leads': 167, 'qrate': 10.179640718562874, 'budget': 300000, 'qleads': 17, 'source': 'Portals', 'svdone': 5, 'svrate': 29.41176470588235, 'subsource': '99acres'}]",Nov-Dec media plan,,2019-12-10 12:42:01.748647,2019-12-10 12:49:43.734712,2019-12-31,2019-11-01,inactive
